filename,adult_males,subadult_males,adult_females,juveniles,pups
train_patch_0000172.png,0,0,0,0,0
train_patch_0000173.png,2,0,14,3,15
train_patch_0000174.png,1,0,15,1,10
train_patch_0000175.png,2,0,11,3,14
train_patch_0000176.png,0,0,0,0,0
train_patch_0000177.png,0,0,0,0,0
train_patch_0000178.png,0,0,0,0,0
train_patch_0000179.png,1,0,0,0,0
train_patch_0000180.png,0,1,1,0,1
train_patch_0000181.png,0,0,0,0,0
train_patch_0000182.png,0,0,0,0,0
train_patch_0000183.png,0,0,1,0,0
train_patch_0000184.png,2,0,10,0,12
train_patch_0000185.png,0,0,3,0,0
train_patch_0000186.png,1,0,20,4,13
train_patch_0000187.png,2,4,35,10,0
train_patch_0000188.png,2,4,32,10,0
train_patch_0000189.png,2,4,35,10,0
train_patch_0000190.png,1,0,0,1,0
train_patch_0000191.png,0,0,0,0,0
train_patch_0000192.png,0,0,0,0,0
train_patch_0000193.png,0,0,0,0,0
train_patch_0000194.png,0,0,7,1,0
train_patch_0000195.png,2,3,31,10,0
train_patch_0000196.png,0,0,0,0,0
train_patch_0000197.png,0,1,4,3,0
train_patch_0000198.png,0,0,0,0,0
train_patch_0000199.png,0,0,0,0,0
train_patch_0000200.png,5,2,48,6,27
train_patch_0000201.png,4,2,45,7,26
train_patch_0000202.png,7,1,59,8,38
train_patch_0000203.png,0,0,0,0,0
train_patch_0000204.png,1,1,0,0,0
train_patch_0000205.png,2,1,12,2,9
train_patch_0000206.png,2,3,5,0,1
train_patch_0000207.png,2,0,4,0,4
train_patch_0000208.png,5,1,55,8,40
train_patch_0000209.png,1,2,0,0,0
train_patch_0000210.png,0,0,0,0,0
train_patch_0000211.png,0,0,0,0,0
train_patch_0000212.png,0,0,0,0,0
train_patch_0000213.png,6,0,24,13,15
train_patch_0000214.png,2,1,11,7,5
train_patch_0000215.png,4,0,51,13,29
train_patch_0000216.png,0,0,0,1,0
train_patch_0000217.png,3,0,14,3,7
train_patch_0000218.png,0,0,1,0,1
train_patch_0000219.png,1,0,0,0,0
train_patch_0000220.png,0,0,0,0,0
train_patch_0000221.png,0,2,0,0,0
train_patch_0000222.png,2,0,30,8,22
train_patch_0000223.png,2,0,21,3,18
train_patch_0000224.png,0,0,1,0,1
train_patch_0000225.png,0,0,0,0,0
train_patch_0000226.png,1,0,0,0,0
train_patch_0000227.png,4,0,22,13,8
train_patch_0000228.png,7,0,29,7,18
train_patch_0000229.png,1,4,5,0,4
train_patch_0000230.png,0,0,0,0,0
train_patch_0000231.png,0,0,0,0,0
train_patch_0000232.png,0,1,0,0,0
train_patch_0000233.png,2,0,6,1,6
train_patch_0000234.png,3,2,16,7,8
train_patch_0000235.png,2,1,32,41,0
train_patch_0000236.png,3,0,33,39,0
train_patch_0000237.png,0,5,62,11,0
train_patch_0000238.png,0,1,13,8,0
train_patch_0000239.png,0,0,2,1,0
train_patch_0000240.png,0,0,25,8,0
train_patch_0000241.png,0,1,24,12,0
train_patch_0000242.png,0,1,40,28,0
train_patch_0000243.png,1,0,89,27,0
train_patch_0000244.png,0,10,41,13,0
train_patch_0000245.png,3,1,67,41,0
train_patch_0000246.png,3,0,32,40,0
train_patch_0000247.png,0,1,5,7,0
train_patch_0000248.png,0,0,1,0,0
train_patch_0000249.png,0,0,0,1,0
train_patch_0000250.png,0,1,36,7,0
train_patch_0000251.png,1,5,54,14,0
train_patch_0000252.png,2,0,15,7,0
train_patch_0000253.png,0,0,1,0,0
train_patch_0000254.png,0,0,0,0,0
train_patch_0000255.png,0,0,0,0,0
train_patch_0000256.png,1,0,1,0,0
train_patch_0000257.png,0,9,10,3,0
train_patch_0000258.png,0,9,10,3,0
train_patch_0000259.png,0,9,10,3,0
train_patch_0000260.png,0,0,0,0,0
train_patch_0000261.png,0,5,2,1,0
train_patch_0000262.png,0,0,0,0,0
train_patch_0000263.png,0,0,0,0,0
train_patch_0000264.png,0,0,0,0,0
train_patch_0000265.png,0,5,9,2,0
train_patch_0000266.png,0,0,0,0,0
train_patch_0000267.png,0,0,0,0,0
train_patch_0000268.png,0,0,0,0,0
train_patch_0000269.png,1,1,6,0,5
train_patch_0000270.png,1,1,10,0,9
train_patch_0000271.png,0,3,0,0,0
train_patch_0000272.png,0,0,0,0,0
train_patch_0000273.png,0,0,0,0,0
train_patch_0000274.png,0,0,0,0,0
train_patch_0000275.png,0,0,0,0,0
train_patch_0000276.png,0,0,0,0,0
train_patch_0000277.png,0,1,0,0,0
train_patch_0000278.png,0,0,0,0,0
train_patch_0000279.png,0,0,0,0,0
train_patch_0000280.png,1,2,0,0,0
train_patch_0000281.png,0,1,0,0,0
train_patch_0000282.png,0,0,0,0,0
train_patch_0000283.png,0,0,0,0,0
train_patch_0000284.png,2,0,2,0,1
train_patch_0000285.png,1,0,11,0,9
train_patch_0000286.png,0,3,0,0,0
train_patch_0000287.png,0,4,0,2,0
train_patch_0000288.png,0,4,0,2,0
train_patch_0000289.png,0,4,0,2,0
train_patch_0000290.png,0,2,0,0,0
train_patch_0000291.png,0,6,0,4,0
train_patch_0000292.png,0,1,0,2,0
train_patch_0000293.png,0,0,0,0,0
train_patch_0000294.png,0,2,0,0,0
train_patch_0000295.png,0,2,0,0,0
train_patch_0000296.png,0,3,0,0,0
train_patch_0000297.png,0,1,0,0,0
train_patch_0000298.png,0,0,3,8,0
train_patch_0000299.png,0,0,4,9,0
train_patch_0000300.png,0,0,0,0,0
train_patch_0000301.png,0,0,0,0,0
train_patch_0000302.png,0,0,0,0,0
train_patch_0000303.png,0,0,0,0,0
train_patch_0000304.png,0,0,0,0,0
train_patch_0000305.png,0,0,0,0,0
train_patch_0000306.png,0,0,0,0,0
train_patch_0000307.png,0,0,2,8,0
train_patch_0000308.png,0,0,0,0,0
train_patch_0000309.png,0,0,0,0,0
train_patch_0000310.png,0,0,0,0,0
train_patch_0000311.png,0,1,1,0,0
train_patch_0000312.png,0,0,0,0,0
train_patch_0000313.png,0,0,0,0,0
train_patch_0000314.png,0,0,0,0,0
train_patch_0000315.png,0,0,0,0,0
train_patch_0000316.png,0,0,0,0,0
train_patch_0000317.png,0,1,0,0,0
train_patch_0000318.png,0,1,1,0,0
train_patch_0000319.png,0,0,0,0,0
train_patch_0000320.png,0,0,0,0,0
train_patch_0000321.png,0,0,0,0,0
train_patch_0000322.png,0,0,0,0,0
train_patch_0000323.png,0,1,6,24,0
train_patch_0000324.png,1,0,4,19,0
train_patch_0000325.png,0,1,6,24,0
train_patch_0000326.png,0,0,0,0,0
train_patch_0000327.png,0,0,0,0,0
train_patch_0000328.png,0,0,0,0,0
train_patch_0000329.png,0,0,0,0,0
train_patch_0000330.png,0,0,0,0,0
train_patch_0000331.png,0,0,0,0,0
train_patch_0000332.png,1,0,4,19,0
train_patch_0000333.png,0,0,0,0,0
train_patch_0000334.png,0,1,6,16,0
train_patch_0000335.png,1,2,0,0,0
train_patch_0000336.png,0,0,5,0,3
train_patch_0000337.png,0,0,5,1,5
train_patch_0000338.png,1,0,0,0,0
train_patch_0000339.png,1,2,2,0,0
train_patch_0000340.png,1,3,0,0,0
train_patch_0000341.png,1,1,0,0,0
train_patch_0000342.png,1,0,0,1,0
train_patch_0000343.png,0,0,1,0,0
train_patch_0000344.png,0,0,0,1,0
train_patch_0000345.png,0,1,1,0,0
train_patch_0000346.png,0,1,0,0,0
train_patch_0000347.png,0,1,1,0,1
train_patch_0000348.png,3,0,10,1,6
train_patch_0000349.png,3,7,0,0,0
train_patch_0000350.png,2,0,10,1,5
train_patch_0000351.png,0,0,0,0,0
train_patch_0000352.png,0,0,0,0,0
train_patch_0000353.png,2,0,8,1,4
train_patch_0000354.png,2,0,1,0,1
train_patch_0000355.png,0,1,0,0,0
train_patch_0000356.png,0,0,1,0,1
train_patch_0000357.png,0,0,0,0,0
train_patch_0000358.png,2,5,0,0,0
train_patch_0000359.png,0,2,0,0,0
train_patch_0000360.png,1,0,4,0,3
train_patch_0000361.png,1,0,0,0,0
train_patch_0000362.png,0,0,1,0,0
train_patch_0000363.png,1,0,4,0,3
train_patch_0000364.png,0,0,1,1,0
train_patch_0000365.png,1,0,0,0,0
train_patch_0000366.png,0,0,0,0,0
train_patch_0000367.png,1,0,18,1,5
train_patch_0000368.png,1,0,7,1,4
train_patch_0000369.png,1,0,12,3,6
train_patch_0000370.png,0,0,3,0,4
train_patch_0000371.png,1,0,6,0,7
train_patch_0000372.png,0,0,1,0,3
train_patch_0000373.png,1,0,3,0,4
train_patch_0000374.png,1,0,5,0,4
train_patch_0000375.png,1,0,5,0,5
train_patch_0000376.png,1,0,9,0,12
train_patch_0000377.png,0,0,9,0,11
train_patch_0000378.png,1,0,13,3,9
train_patch_0000379.png,0,0,5,2,2
train_patch_0000380.png,0,0,0,0,0
train_patch_0000381.png,1,0,13,0,2
train_patch_0000382.png,1,0,16,1,5
train_patch_0000383.png,0,0,7,1,2
train_patch_0000384.png,0,0,2,0,0
train_patch_0000385.png,0,1,1,0,1
train_patch_0000386.png,0,0,7,1,2
train_patch_0000387.png,0,0,3,0,0
train_patch_0000388.png,0,0,1,0,0
train_patch_0000389.png,1,0,0,0,0
train_patch_0000390.png,3,17,25,2,0
train_patch_0000391.png,3,17,13,2,0
train_patch_0000392.png,0,1,0,0,0
train_patch_0000393.png,1,0,0,0,0
train_patch_0000394.png,1,0,1,0,0
train_patch_0000395.png,1,0,0,0,0
train_patch_0000396.png,0,0,0,0,0
train_patch_0000397.png,0,1,4,0,0
train_patch_0000398.png,2,5,0,0,0
train_patch_0000399.png,1,0,0,0,0
train_patch_0000400.png,0,0,0,0,0
train_patch_0000401.png,2,10,6,1,0
train_patch_0000402.png,2,11,17,0,0
train_patch_0000403.png,0,0,0,0,0
train_patch_0000404.png,1,0,0,0,0
train_patch_0000405.png,1,0,0,0,0
train_patch_0000406.png,0,0,1,0,0
train_patch_0000407.png,0,0,0,0,0
train_patch_0000408.png,0,0,0,0,0
train_patch_0000409.png,0,0,0,0,0
train_patch_0000410.png,0,0,0,0,0
train_patch_0000411.png,0,0,1,0,0
train_patch_0000412.png,0,0,0,0,0
train_patch_0000413.png,0,0,0,0,0
train_patch_0000414.png,2,1,7,8,0
train_patch_0000415.png,2,1,10,10,0
train_patch_0000416.png,4,1,12,5,13
train_patch_0000417.png,1,2,11,12,7
train_patch_0000418.png,0,1,1,1,0
train_patch_0000419.png,2,0,6,2,1
train_patch_0000420.png,3,1,10,7,8
train_patch_0000421.png,4,1,9,5,12
train_patch_0000422.png,2,0,7,7,2
train_patch_0000423.png,3,0,15,11,4
train_patch_0000424.png,3,0,15,7,12
train_patch_0000425.png,0,0,2,0,0
train_patch_0000426.png,0,0,0,0,0
train_patch_0000427.png,0,0,0,0,0
train_patch_0000428.png,0,0,0,0,0
train_patch_0000429.png,1,2,21,25,2
train_patch_0000430.png,2,2,18,14,3
train_patch_0000431.png,0,1,1,0,1
train_patch_0000432.png,0,0,0,0,0
train_patch_0000433.png,0,0,0,0,0
train_patch_0000434.png,5,0,22,16,6
train_patch_0000435.png,4,0,27,23,7
train_patch_0000436.png,4,0,24,19,7
train_patch_0000437.png,0,0,0,0,0
train_patch_0000438.png,0,0,0,0,0
train_patch_0000439.png,0,0,0,0,0
train_patch_0000440.png,0,0,0,0,0
train_patch_0000441.png,0,0,0,0,0
train_patch_0000442.png,0,0,0,0,0
train_patch_0000443.png,2,0,17,9,4
train_patch_0000444.png,0,0,1,1,0
train_patch_0000445.png,4,1,26,20,6
train_patch_0000446.png,2,0,15,0,5
train_patch_0000447.png,2,1,17,1,14
train_patch_0000448.png,5,0,15,1,15
train_patch_0000449.png,0,1,0,0,0
train_patch_0000450.png,3,0,4,0,3
train_patch_0000451.png,1,0,0,0,0
train_patch_0000452.png,0,1,0,0,0
train_patch_0000453.png,0,1,5,0,3
train_patch_0000454.png,1,1,0,0,0
train_patch_0000455.png,0,0,3,0,0
train_patch_0000456.png,2,0,16,0,8
train_patch_0000457.png,1,0,11,2,11
train_patch_0000458.png,2,0,2,0,1
train_patch_0000459.png,5,5,0,0,0
train_patch_0000460.png,0,0,0,0,0
train_patch_0000461.png,1,0,0,0,0
train_patch_0000462.png,1,0,6,0,5
train_patch_0000463.png,5,1,17,2,18
train_patch_0000464.png,3,1,23,0,25
train_patch_0000465.png,3,4,17,1,12
train_patch_0000466.png,0,2,13,39,0
train_patch_0000467.png,1,6,2,21,0
train_patch_0000468.png,0,3,0,15,0
train_patch_0000469.png,0,0,0,0,0
train_patch_0000470.png,0,0,0,0,0
train_patch_0000471.png,0,0,0,0,0
train_patch_0000472.png,0,0,0,0,0
train_patch_0000473.png,0,0,0,0,0
train_patch_0000474.png,0,0,0,0,0
train_patch_0000475.png,0,0,0,0,0
train_patch_0000476.png,0,1,0,0,0
train_patch_0000477.png,1,1,2,9,0
train_patch_0000478.png,0,4,0,17,0
train_patch_0000479.png,0,0,0,0,0
train_patch_0000480.png,5,7,38,28,0
train_patch_0000481.png,6,6,39,23,0
train_patch_0000482.png,4,6,46,30,0
train_patch_0000483.png,0,0,0,1,0
train_patch_0000484.png,0,0,1,0,0
train_patch_0000485.png,0,0,0,0,0
train_patch_0000486.png,0,0,0,0,0
train_patch_0000487.png,0,0,0,0,0
train_patch_0000488.png,1,1,0,4,0
train_patch_0000489.png,3,5,38,26,0
train_patch_0000490.png,1,1,6,7,0
train_patch_0000491.png,0,0,0,0,0
train_patch_0000492.png,2,9,15,11,0
train_patch_0000493.png,3,6,5,4,0
train_patch_0000494.png,2,2,0,0,0
train_patch_0000495.png,0,0,0,0,0
train_patch_0000496.png,0,0,0,0,0
train_patch_0000497.png,0,3,0,36,0
train_patch_0000498.png,0,3,0,30,0
train_patch_0000499.png,0,3,0,33,0
train_patch_0000500.png,0,0,0,1,0
train_patch_0000501.png,0,0,0,0,0
train_patch_0000502.png,0,0,0,6,0
train_patch_0000503.png,0,0,0,0,0
train_patch_0000504.png,0,0,0,0,0
train_patch_0000505.png,0,0,0,0,0
train_patch_0000506.png,1,5,18,12,0
train_patch_0000507.png,1,5,20,13,0
train_patch_0000508.png,1,4,16,9,0
train_patch_0000509.png,0,0,0,0,0
train_patch_0000510.png,0,1,7,3,0
train_patch_0000511.png,1,5,16,10,0
train_patch_0000512.png,0,0,0,0,0
train_patch_0000513.png,0,0,0,0,0
train_patch_0000514.png,7,14,9,2,0
train_patch_0000515.png,7,14,22,11,0
train_patch_0000516.png,7,16,10,4,0
train_patch_0000517.png,0,0,0,0,0
train_patch_0000518.png,0,0,0,0,0
train_patch_0000519.png,0,0,3,0,0
train_patch_0000520.png,7,13,21,11,0
train_patch_0000521.png,4,5,3,2,0
train_patch_0000522.png,1,3,6,0,0
train_patch_0000523.png,3,9,21,5,0
train_patch_0000524.png,0,0,0,0,0
train_patch_0000525.png,0,0,0,0,0
train_patch_0000526.png,1,2,2,2,0
train_patch_0000527.png,0,1,0,0,0
train_patch_0000528.png,2,7,15,52,1
train_patch_0000529.png,2,6,12,44,0
train_patch_0000530.png,3,4,8,17,1
train_patch_0000531.png,0,0,0,0,0
train_patch_0000532.png,0,0,0,0,0
train_patch_0000533.png,0,0,0,0,0
train_patch_0000534.png,1,1,0,0,0
train_patch_0000535.png,0,0,0,0,0
train_patch_0000536.png,3,4,9,24,1
train_patch_0000537.png,0,1,9,10,1
train_patch_0000538.png,1,1,0,0,0
train_patch_0000539.png,0,1,0,0,0
train_patch_0000540.png,0,0,0,0,0
train_patch_0000541.png,1,2,0,0,0
train_patch_0000542.png,0,0,0,0,0
train_patch_0000543.png,0,0,0,1,0
train_patch_0000544.png,0,0,0,0,0
train_patch_0000545.png,0,0,0,1,0
train_patch_0000546.png,1,0,1,1,0
train_patch_0000547.png,0,0,0,0,0
train_patch_0000548.png,0,0,0,0,0
train_patch_0000549.png,0,0,0,0,0
train_patch_0000550.png,1,2,14,5,0
train_patch_0000551.png,1,2,14,5,0
train_patch_0000552.png,1,2,14,5,0
train_patch_0000553.png,0,0,0,0,0
train_patch_0000554.png,0,0,0,0,0
train_patch_0000555.png,0,0,0,0,0
train_patch_0000556.png,0,0,0,0,0
train_patch_0000557.png,0,1,4,0,0
train_patch_0000558.png,1,2,14,5,0
train_patch_0000559.png,1,0,0,1,0
train_patch_0000560.png,1,0,0,0,0
train_patch_0000561.png,0,0,0,0,0
train_patch_0000562.png,0,0,0,0,0
train_patch_0000563.png,0,0,0,0,0
train_patch_0000564.png,1,0,10,4,0
train_patch_0000565.png,1,0,10,4,0
train_patch_0000566.png,1,0,10,4,0
train_patch_0000567.png,0,0,0,0,0
train_patch_0000568.png,0,0,0,0,0
train_patch_0000569.png,0,0,0,0,0
train_patch_0000570.png,1,0,10,4,0
train_patch_0000571.png,0,0,0,0,0
train_patch_0000572.png,0,0,0,0,0
train_patch_0000573.png,0,0,0,0,0
train_patch_0000574.png,0,0,3,2,0
train_patch_0000575.png,1,0,0,7,0
train_patch_0000576.png,0,3,3,9,0
train_patch_0000577.png,0,2,0,4,0
train_patch_0000578.png,0,0,0,0,0
train_patch_0000579.png,0,0,0,0,0
train_patch_0000580.png,0,0,0,0,0
train_patch_0000581.png,0,0,0,0,0
train_patch_0000582.png,1,0,0,7,0
train_patch_0000583.png,0,0,0,0,0
train_patch_0000584.png,0,6,0,5,0
train_patch_0000585.png,0,3,1,8,0
train_patch_0000586.png,0,0,0,0,0
train_patch_0000587.png,0,0,0,0,0
train_patch_0000588.png,0,1,0,0,0
train_patch_0000589.png,0,0,0,0,0
train_patch_0000590.png,0,1,0,0,0
train_patch_0000591.png,1,1,0,0,0
train_patch_0000592.png,1,0,0,0,0
train_patch_0000593.png,0,0,0,0,0
train_patch_0000594.png,1,0,0,0,0
train_patch_0000595.png,0,0,0,0,0
train_patch_0000596.png,0,0,0,0,0
train_patch_0000597.png,0,1,0,0,0
train_patch_0000598.png,0,1,0,0,0
train_patch_0000599.png,1,0,0,0,0
train_patch_0000600.png,1,0,0,0,0
train_patch_0000601.png,1,0,25,12,0
train_patch_0000602.png,1,0,25,12,0
train_patch_0000603.png,1,0,25,12,0
train_patch_0000604.png,0,0,0,0,0
train_patch_0000605.png,0,0,0,0,0
train_patch_0000606.png,0,0,0,0,0
train_patch_0000607.png,0,0,0,0,0
train_patch_0000608.png,0,0,8,6,0
train_patch_0000609.png,1,0,23,8,0
train_patch_0000610.png,0,0,0,0,0
train_patch_0000611.png,0,0,0,0,0
train_patch_0000612.png,0,0,0,0,0
train_patch_0000613.png,0,0,0,0,0
train_patch_0000614.png,1,1,9,0,8
train_patch_0000615.png,1,1,8,0,8
train_patch_0000616.png,1,0,8,0,8
train_patch_0000617.png,0,1,0,0,0
train_patch_0000618.png,1,1,8,0,8
train_patch_0000619.png,0,1,1,0,0
train_patch_0000620.png,0,0,0,0,0
train_patch_0000621.png,0,0,0,0,0
train_patch_0000622.png,0,1,0,0,0
train_patch_0000623.png,0,0,0,0,0
train_patch_0000624.png,1,1,0,27,0
train_patch_0000625.png,1,1,0,26,0
train_patch_0000626.png,1,1,0,26,0
train_patch_0000627.png,0,0,0,0,0
train_patch_0000628.png,0,0,0,0,0
train_patch_0000629.png,0,0,0,0,0
train_patch_0000630.png,0,0,0,11,0
train_patch_0000631.png,1,1,0,20,0
train_patch_0000632.png,0,0,0,1,0
train_patch_0000633.png,0,0,0,0,0
train_patch_0000634.png,0,0,0,0,0
train_patch_0000635.png,0,0,0,0,0
train_patch_0000636.png,0,0,0,0,0
train_patch_0000637.png,0,2,0,0,0
train_patch_0000638.png,0,1,0,0,0
train_patch_0000639.png,0,1,0,0,0
train_patch_0000640.png,0,0,0,0,0
train_patch_0000641.png,0,0,0,0,0
train_patch_0000642.png,1,0,0,0,0
train_patch_0000643.png,0,0,0,0,0
train_patch_0000644.png,0,0,0,0,0
train_patch_0000645.png,0,0,0,0,0
train_patch_0000646.png,1,6,0,3,0
train_patch_0000647.png,1,1,0,10,0
train_patch_0000648.png,1,7,0,0,0
train_patch_0000649.png,0,0,0,0,0
train_patch_0000650.png,1,3,0,0,0
train_patch_0000651.png,0,9,0,1,0
train_patch_0000652.png,0,0,0,0,0
train_patch_0000653.png,0,0,0,0,0
train_patch_0000654.png,0,0,0,0,0
train_patch_0000655.png,0,0,0,0,0
train_patch_0000656.png,1,6,0,0,0
train_patch_0000657.png,0,0,0,0,0
train_patch_0000658.png,0,0,0,0,0
train_patch_0000659.png,1,1,0,11,0
train_patch_0000660.png,1,4,0,4,0
train_patch_0000661.png,0,0,0,0,0
train_patch_0000662.png,1,0,3,5,0
train_patch_0000663.png,1,0,3,5,0
